,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
89,1,0,1,0,5695,4167.0,175.0,360.0,1.0,1,1
90,1,0,1,0,2958,2900.0,131.0,360.0,1.0,1,1
91,1,2,1,0,6250,5654.0,188.0,180.0,1.0,1,1
92,1,2,0,0,3273,1820.0,81.0,360.0,1.0,0,1
93,0,0,1,0,4133,0.0,122.0,360.0,1.0,1,1
94,0,0,0,0,3620,0.0,25.0,120.0,1.0,1,1
95,0,0,1,,6782,0.0,,360.0,,0,0
96,1,0,1,0,2484,2302.0,137.0,360.0,1.0,1,1
97,1,0,1,0,1977,997.0,50.0,360.0,1.0,1,1
98,1,0,0,0,4188,0.0,115.0,180.0,1.0,1,1
99,1,0,1,0,1759,3541.0,131.0,360.0,1.0,1,1
100,1,2,0,0,4288,3263.0,133.0,180.0,1.0,0,1
101,0,0,1,0,4843,3806.0,151.0,360.0,1.0,1,1
102,1,,1,0,13650,0.0,,360.0,1.0,0,1
103,1,0,1,0,4652,3583.0,,360.0,1.0,1,1
104,,,1,0,3816,754.0,160.0,360.0,1.0,0,1
105,1,1,1,0,3052,1030.0,100.0,360.0,1.0,0,1
106,1,2,1,0,11417,1126.0,225.0,360.0,1.0,0,1
107,0,0,0,,7333,0.0,120.0,360.0,1.0,2,0
108,1,2,1,0,3800,3600.0,216.0,360.0,0.0,0,0
109,1,3,0,0,2071,754.0,94.0,480.0,1.0,1,1
110,0,0,1,0,5316,0.0,136.0,360.0,1.0,0,1
111,1,0,1,,2929,2333.0,139.0,360.0,1.0,1,1
112,1,0,0,0,3572,4114.0,152.0,,0.0,2,0
113,0,1,1,1,7451,0.0,,360.0,1.0,1,1
114,0,0,1,,5050,0.0,118.0,360.0,1.0,1,1
115,1,1,1,0,14583,0.0,185.0,180.0,1.0,2,1
116,1,0,1,0,3167,2283.0,154.0,360.0,1.0,1,1
117,1,1,1,0,2214,1398.0,85.0,360.0,,0,1
118,1,0,1,0,5568,2142.0,175.0,360.0,1.0,2,0
119,0,0,1,0,10408,0.0,259.0,360.0,1.0,0,1
120,1,,1,0,5667,2667.0,180.0,360.0,1.0,2,1
121,0,0,1,0,4166,0.0,44.0,360.0,1.0,1,1
122,0,0,1,0,2137,8980.0,137.0,360.0,0.0,1,1
123,1,2,1,0,2957,0.0,81.0,360.0,1.0,1,1
124,1,0,0,0,4300,2014.0,194.0,360.0,1.0,2,1
125,0,0,1,0,3692,0.0,93.0,360.0,,2,1
126,1,3,1,0,23803,0.0,370.0,360.0,1.0,2,1
127,0,0,1,0,3865,1640.0,,360.0,1.0,2,1
128,1,1,1,1,10513,3850.0,160.0,180.0,0.0,0,0
129,1,0,1,0,6080,2569.0,182.0,360.0,,2,0
130,0,0,1,1,20166,0.0,650.0,480.0,,0,1
131,0,0,1,0,2014,1929.0,74.0,360.0,1.0,0,1
132,0,0,1,0,2718,0.0,70.0,360.0,1.0,1,1
133,1,0,1,1,3459,0.0,25.0,120.0,1.0,1,1
134,0,0,1,0,4895,0.0,102.0,360.0,1.0,1,1
135,1,3,1,0,4000,7750.0,290.0,360.0,1.0,1,0
136,1,0,1,0,4583,0.0,84.0,360.0,1.0,2,0
137,1,2,1,1,3316,3500.0,88.0,360.0,1.0,0,1
138,0,0,1,0,14999,0.0,242.0,360.0,0.0,1,0
139,1,2,0,0,4200,1430.0,129.0,360.0,1.0,2,0
140,1,2,1,0,5042,2083.0,185.0,360.0,1.0,2,0
141,0,0,1,0,5417,0.0,168.0,360.0,1.0,0,1
142,0,0,1,1,6950,0.0,175.0,180.0,1.0,1,1
143,1,0,1,0,2698,2034.0,122.0,360.0,1.0,1,1
144,1,2,1,0,11757,0.0,187.0,180.0,1.0,0,1
145,1,0,1,0,2330,4486.0,100.0,360.0,1.0,1,1
146,1,2,1,0,14866,0.0,70.0,360.0,1.0,0,1
147,1,1,1,0,1538,1425.0,30.0,360.0,1.0,0,1
148,0,0,1,0,10000,1666.0,225.0,360.0,1.0,2,0
149,1,0,1,0,4860,830.0,125.0,360.0,1.0,1,1
150,0,0,1,0,6277,0.0,118.0,360.0,0.0,2,0
151,1,0,1,1,2577,3750.0,152.0,360.0,1.0,2,1
152,0,0,1,0,9166,0.0,244.0,360.0,1.0,0,0
153,1,2,0,0,2281,0.0,113.0,360.0,1.0,2,0
154,0,0,1,0,3254,0.0,50.0,360.0,1.0,0,1
155,1,3,1,0,39999,0.0,600.0,180.0,0.0,1,1
156,1,1,1,0,6000,0.0,160.0,360.0,,2,1
157,1,1,1,0,9538,0.0,187.0,360.0,1.0,0,1
158,0,0,1,,2980,2083.0,120.0,360.0,1.0,2,1
159,1,0,1,0,4583,5625.0,255.0,360.0,1.0,1,1
160,1,0,0,0,1863,1041.0,98.0,360.0,1.0,1,1
161,1,0,1,0,7933,0.0,275.0,360.0,1.0,0,0
162,1,1,1,0,3089,1280.0,121.0,360.0,0.0,1,0
163,1,2,1,0,4167,1447.0,158.0,360.0,1.0,2,1
164,1,0,1,0,9323,0.0,75.0,180.0,1.0,0,1
165,1,0,1,0,3707,3166.0,182.0,,1.0,2,1
166,1,0,1,0,4583,0.0,112.0,360.0,1.0,2,0
167,1,0,1,0,2439,3333.0,129.0,360.0,1.0,2,1
168,0,0,1,0,2237,0.0,63.0,480.0,0.0,1,0
169,1,2,1,0,8000,0.0,200.0,360.0,1.0,1,1
170,1,0,0,,1820,1769.0,95.0,360.0,1.0,2,1
171,1,3,1,0,51763,0.0,700.0,300.0,1.0,0,1
172,1,3,0,0,3522,0.0,81.0,180.0,1.0,2,0
173,1,0,1,0,5708,5625.0,187.0,360.0,1.0,1,1
174,1,0,0,1,4344,736.0,87.0,360.0,1.0,1,0
175,1,0,1,0,3497,1964.0,116.0,360.0,1.0,2,1
176,1,2,1,0,2045,1619.0,101.0,360.0,1.0,2,1
177,1,3,1,0,5516,11300.0,495.0,360.0,0.0,1,0
178,1,1,1,0,3750,0.0,116.0,360.0,1.0,1,1
179,0,0,0,0,2333,1451.0,102.0,480.0,0.0,0,0
180,1,1,1,0,6400,7250.0,180.0,360.0,0.0,0,0
181,0,0,1,0,1916,5063.0,67.0,360.0,,2,0
182,1,0,1,0,4600,0.0,73.0,180.0,1.0,1,1
183,1,1,1,0,33846,0.0,260.0,360.0,1.0,1,0
184,1,0,1,0,3625,0.0,108.0,360.0,1.0,1,1
185,1,0,1,1,39147,4750.0,120.0,360.0,1.0,1,1
186,1,1,1,1,2178,0.0,66.0,300.0,0.0,2,0
187,1,0,1,0,2383,2138.0,58.0,360.0,,2,1
188,1,0,1,1,674,5296.0,168.0,360.0,1.0,2,1
189,1,0,1,0,9328,0.0,188.0,180.0,1.0,2,1
190,0,0,0,0,4885,0.0,48.0,360.0,1.0,2,1
191,0,0,1,0,12000,0.0,164.0,360.0,1.0,1,0
192,1,0,0,0,6033,0.0,160.0,360.0,1.0,0,0
193,0,0,1,0,3858,0.0,76.0,360.0,1.0,1,1
194,0,0,1,0,4191,0.0,120.0,360.0,1.0,2,1
195,1,1,1,0,3125,2583.0,170.0,360.0,1.0,1,0
196,0,0,1,0,8333,3750.0,187.0,360.0,1.0,2,1
197,0,0,0,0,1907,2365.0,120.0,,1.0,0,1
198,1,0,1,0,3416,2816.0,113.0,360.0,,1,1
199,0,0,1,1,11000,0.0,83.0,360.0,1.0,0,0
200,1,1,0,0,2600,2500.0,90.0,360.0,1.0,1,1
201,0,2,1,0,4923,0.0,166.0,360.0,0.0,1,1
202,1,3,0,0,3992,0.0,,180.0,1.0,0,0
203,1,1,0,0,3500,1083.0,135.0,360.0,1.0,0,1
204,1,2,0,0,3917,0.0,124.0,360.0,1.0,1,1
205,0,0,0,0,4408,0.0,120.0,360.0,1.0,1,1
206,0,0,1,0,3244,0.0,80.0,360.0,1.0,0,1
207,0,0,0,0,3975,2531.0,55.0,360.0,1.0,2,1
208,0,0,1,0,2479,0.0,59.0,360.0,1.0,0,1
209,0,0,1,0,3418,0.0,127.0,360.0,1.0,1,0
210,0,0,1,0,10000,0.0,214.0,360.0,1.0,1,0
211,1,3,1,0,3430,1250.0,128.0,360.0,0.0,1,0
212,1,1,1,1,7787,0.0,240.0,360.0,1.0,0,1
213,1,3,0,1,5703,0.0,130.0,360.0,1.0,2,1
214,1,0,1,0,3173,3021.0,137.0,360.0,1.0,0,1
215,1,3,0,0,3850,983.0,100.0,360.0,1.0,1,1
216,1,0,1,0,150,1800.0,135.0,360.0,1.0,2,0
217,1,0,1,0,3727,1775.0,131.0,360.0,1.0,1,1
218,1,2,1,,5000,0.0,72.0,360.0,0.0,1,0
219,1,2,1,0,4283,2383.0,127.0,360.0,,1,1
220,1,0,1,0,2221,0.0,60.0,360.0,0.0,0,0
221,1,2,1,0,4009,1717.0,116.0,360.0,1.0,1,1
222,0,0,1,0,2971,2791.0,144.0,360.0,1.0,1,1
223,1,0,1,0,7578,1010.0,175.0,,1.0,1,1
224,1,0,1,0,6250,0.0,128.0,360.0,1.0,1,1
225,1,0,1,0,3250,0.0,170.0,360.0,1.0,2,0
226,1,,0,1,4735,0.0,138.0,360.0,1.0,0,0
227,1,2,1,0,6250,1695.0,210.0,360.0,1.0,1,1
228,,,1,0,4758,0.0,158.0,480.0,1.0,1,1
229,0,0,1,1,6400,0.0,200.0,360.0,1.0,2,1
230,1,1,1,0,2491,2054.0,104.0,360.0,1.0,1,1
231,1,0,1,,3716,0.0,42.0,180.0,1.0,2,1
232,0,0,0,0,3189,2598.0,120.0,,1.0,2,1
233,0,0,1,0,8333,0.0,280.0,360.0,1.0,1,1
234,1,1,1,0,3155,1779.0,140.0,360.0,1.0,1,1
235,1,1,1,0,5500,1260.0,170.0,360.0,1.0,2,1
236,1,0,1,,5746,0.0,255.0,360.0,,0,0
237,0,0,1,1,3463,0.0,122.0,360.0,,0,1
238,0,1,1,0,3812,0.0,112.0,360.0,1.0,2,1
239,1,1,1,0,3315,0.0,96.0,360.0,1.0,1,1
240,1,2,1,0,5819,5000.0,120.0,360.0,1.0,2,1
241,1,1,0,0,2510,1983.0,140.0,180.0,1.0,0,0
242,0,0,1,0,2965,5701.0,155.0,60.0,1.0,0,1
243,1,2,1,1,6250,1300.0,108.0,360.0,1.0,2,1
244,1,0,0,0,3406,4417.0,123.0,360.0,1.0,1,1
245,0,0,1,1,6050,4333.0,120.0,180.0,1.0,0,0
246,1,2,1,0,9703,0.0,112.0,360.0,1.0,0,1
247,1,1,0,0,6608,0.0,137.0,180.0,1.0,0,1
248,1,1,1,0,2882,1843.0,123.0,480.0,1.0,1,1
249,1,0,1,0,1809,1868.0,90.0,360.0,1.0,0,1
250,1,0,0,0,1668,3890.0,201.0,360.0,0.0,1,0
251,0,2,1,0,3427,0.0,138.0,360.0,1.0,0,0
252,0,0,0,1,2583,2167.0,104.0,360.0,1.0,2,1
253,1,1,0,0,2661,7101.0,279.0,180.0,1.0,1,1
254,0,0,1,1,16250,0.0,192.0,360.0,0.0,0,0
255,0,3,1,0,3083,0.0,255.0,360.0,1.0,2,1
256,0,0,0,0,6045,0.0,115.0,360.0,0.0,2,0
257,1,3,1,0,5250,0.0,94.0,360.0,1.0,0,0
258,1,0,1,0,14683,2100.0,304.0,360.0,1.0,2,0
259,1,3,0,0,4931,0.0,128.0,360.0,,1,0
260,1,1,1,0,6083,4250.0,330.0,360.0,,0,1
261,0,0,1,0,2060,2209.0,134.0,360.0,1.0,1,1
262,0,1,1,0,3481,0.0,155.0,36.0,1.0,1,0
263,0,0,1,0,7200,0.0,120.0,360.0,1.0,2,1
264,0,0,1,1,5166,0.0,128.0,360.0,1.0,1,1
265,0,0,1,0,4095,3447.0,151.0,360.0,1.0,2,1
266,1,2,1,0,4708,1387.0,150.0,360.0,1.0,1,1
267,1,3,1,0,4333,1811.0,160.0,360.0,0.0,0,1
268,0,0,1,,3418,0.0,135.0,360.0,1.0,2,0
269,0,1,1,0,2876,1560.0,90.0,360.0,1.0,0,1
270,0,0,1,0,3237,0.0,30.0,360.0,1.0,0,1
271,1,0,1,0,11146,0.0,136.0,360.0,1.0,0,1
272,0,0,1,0,2833,1857.0,126.0,360.0,1.0,2,1
273,1,0,1,0,2620,2223.0,150.0,360.0,1.0,1,1
274,1,2,1,0,3900,0.0,90.0,360.0,1.0,1,1
275,1,1,1,0,2750,1842.0,115.0,360.0,1.0,1,1
276,1,0,1,0,3993,3274.0,207.0,360.0,1.0,1,1
277,1,0,1,0,3103,1300.0,80.0,360.0,1.0,0,1
278,1,0,1,0,14583,0.0,436.0,360.0,1.0,1,1
279,1,0,0,0,4100,0.0,124.0,360.0,,2,1
280,0,1,0,1,4053,2426.0,158.0,360.0,0.0,0,0
281,1,0,1,0,3927,800.0,112.0,360.0,1.0,1,1
282,1,2,1,0,2301,985.7999877999998,78.0,180.0,1.0,0,1
283,0,0,1,0,1811,1666.0,54.0,360.0,1.0,0,1
284,1,0,1,0,20667,0.0,,360.0,1.0,2,0
285,0,0,1,0,3158,3053.0,89.0,360.0,1.0,2,1
286,0,0,1,1,2600,1717.0,99.0,300.0,1.0,1,0
287,1,0,1,0,3704,2000.0,120.0,360.0,1.0,2,1
288,0,0,1,0,4124,0.0,115.0,360.0,1.0,1,1
289,0,0,1,0,9508,0.0,187.0,360.0,1.0,2,1
290,1,0,1,0,3075,2416.0,139.0,360.0,1.0,2,1
291,1,2,1,0,4400,0.0,127.0,360.0,0.0,1,0
292,1,2,1,0,3153,1560.0,134.0,360.0,1.0,0,1
293,0,,1,0,5417,0.0,143.0,480.0,0.0,0,0
294,1,0,1,0,2383,3334.0,172.0,360.0,1.0,1,1
295,1,3,1,,4416,1250.0,110.0,360.0,1.0,0,1
296,1,1,1,0,6875,0.0,200.0,360.0,1.0,1,1
297,1,1,1,0,4666,0.0,135.0,360.0,1.0,0,1
298,0,0,1,0,5000,2541.0,151.0,480.0,1.0,2,0
299,1,1,1,0,2014,2925.0,113.0,360.0,1.0,0,0
300,1,0,0,0,1800,2934.0,93.0,360.0,0.0,0,0
301,1,,0,0,2875,1750.0,105.0,360.0,1.0,1,1
302,0,0,1,0,5000,0.0,132.0,360.0,1.0,2,1
303,1,1,1,0,1625,1803.0,96.0,360.0,1.0,0,1
304,0,0,1,0,4000,2500.0,140.0,360.0,1.0,2,1
305,0,0,0,0,2000,0.0,,360.0,1.0,0,0
306,0,0,1,0,3762,1666.0,135.0,360.0,1.0,2,1
307,0,0,1,0,2400,1863.0,104.0,360.0,0.0,0,0
308,0,0,1,0,20233,0.0,480.0,360.0,1.0,2,0
309,1,2,0,0,7667,0.0,185.0,360.0,,2,1
310,0,0,1,0,2917,0.0,84.0,360.0,1.0,1,1
311,0,0,0,0,2927,2405.0,111.0,360.0,1.0,1,1
312,0,0,1,0,2507,0.0,56.0,360.0,1.0,2,1
313,1,2,1,1,5746,0.0,144.0,84.0,,2,1
314,1,0,1,0,2473,1843.0,159.0,360.0,1.0,2,0
315,1,1,0,0,3399,1640.0,111.0,180.0,1.0,0,1
316,1,2,1,0,3717,0.0,120.0,360.0,1.0,1,1
317,1,0,1,0,2058,2134.0,88.0,360.0,,0,1
318,0,1,1,0,3541,0.0,112.0,360.0,,1,1
319,1,1,1,1,10000,0.0,155.0,360.0,1.0,2,0
320,1,0,1,0,2400,2167.0,115.0,360.0,1.0,1,1
321,1,3,1,0,4342,189.0,124.0,360.0,1.0,1,1
322,1,2,0,0,3601,1590.0,,360.0,1.0,2,1
323,0,0,1,0,3166,2985.0,132.0,360.0,,2,1
324,1,3,1,0,15000,0.0,300.0,360.0,1.0,2,1
325,1,1,1,1,8666,4983.0,376.0,360.0,0.0,2,0
326,0,0,1,0,4917,0.0,130.0,360.0,0.0,2,1
327,1,0,1,1,5818,2160.0,184.0,360.0,1.0,1,1
328,1,0,1,0,4333,2451.0,110.0,360.0,1.0,0,0
329,0,0,1,0,2500,0.0,67.0,360.0,1.0,0,1
330,0,1,1,0,4384,1793.0,117.0,360.0,1.0,0,1
331,0,0,1,0,2935,0.0,98.0,360.0,1.0,1,1
332,0,,1,0,2833,0.0,71.0,360.0,1.0,0,1
333,1,0,1,,63337,0.0,490.0,180.0,1.0,0,1
334,1,1,1,1,9833,1833.0,182.0,180.0,1.0,0,1
335,1,,1,1,5503,4490.0,70.0,,1.0,1,1
336,1,1,1,,5250,688.0,160.0,360.0,1.0,2,1
337,1,2,1,1,2500,4600.0,176.0,360.0,1.0,2,1
338,0,3,0,0,1830,0.0,,360.0,0.0,0,0
339,0,0,1,0,4160,0.0,71.0,360.0,1.0,1,1
340,1,3,0,0,2647,1587.0,173.0,360.0,1.0,2,0
341,0,0,1,0,2378,0.0,46.0,360.0,1.0,2,0
342,1,1,0,0,4554,1229.0,158.0,360.0,1.0,0,1
343,1,3,0,0,3173,0.0,74.0,360.0,1.0,1,1
344,1,2,1,,2583,2330.0,125.0,360.0,1.0,2,1
345,1,0,1,0,2499,2458.0,160.0,360.0,1.0,1,1
346,1,,0,0,3523,3230.0,152.0,360.0,0.0,2,0
347,1,2,0,0,3083,2168.0,126.0,360.0,1.0,0,1
348,1,0,1,0,6333,4583.0,259.0,360.0,,1,1
349,1,0,1,0,2625,6250.0,187.0,360.0,1.0,2,1
350,1,0,1,0,9083,0.0,228.0,360.0,1.0,1,1
351,0,0,1,0,8750,4167.0,308.0,360.0,1.0,2,0
352,1,3,1,0,2666,2083.0,95.0,360.0,1.0,2,1
353,1,0,1,1,5500,0.0,105.0,360.0,0.0,2,0
354,1,0,1,0,2423,505.0,130.0,360.0,1.0,1,1
355,0,,1,0,3813,0.0,116.0,180.0,1.0,0,1
356,1,2,1,0,8333,3167.0,165.0,360.0,1.0,2,1
357,1,1,1,0,3875,0.0,67.0,360.0,1.0,0,0
358,1,0,0,0,3000,1666.0,100.0,480.0,0.0,0,0
359,1,3,1,0,5167,3167.0,200.0,360.0,1.0,1,1
360,0,1,1,0,4723,0.0,81.0,360.0,1.0,1,0
361,1,2,1,0,5000,3667.0,236.0,360.0,1.0,1,1
362,1,0,1,0,4750,2333.0,130.0,360.0,1.0,0,1
363,1,0,1,0,3013,3033.0,95.0,300.0,,0,1
364,0,0,1,1,6822,0.0,141.0,360.0,1.0,2,1
365,0,0,0,0,6216,0.0,133.0,360.0,1.0,2,0
366,0,0,1,0,2500,0.0,96.0,480.0,1.0,1,0
367,0,0,1,0,5124,0.0,124.0,,0.0,2,0
368,1,1,1,0,6325,0.0,175.0,360.0,1.0,1,1
369,1,0,1,0,19730,5266.0,570.0,360.0,1.0,2,0
370,0,0,1,1,15759,0.0,55.0,360.0,1.0,1,1
371,1,2,1,0,5185,0.0,155.0,360.0,1.0,1,1
372,1,2,1,1,9323,7873.0,380.0,300.0,1.0,2,1
373,0,1,1,0,3062,1987.0,111.0,180.0,0.0,0,0
374,0,0,1,,2764,1459.0,110.0,360.0,1.0,0,1
375,1,0,1,0,4817,923.0,120.0,180.0,1.0,0,1
376,1,3,1,0,8750,4996.0,130.0,360.0,1.0,2,1
377,1,0,1,0,4310,0.0,130.0,360.0,,1,1
378,0,0,1,0,3069,0.0,71.0,480.0,1.0,0,0
379,1,2,1,0,5391,0.0,130.0,360.0,1.0,0,1
380,1,0,1,,3333,2500.0,128.0,360.0,1.0,1,1
381,0,0,1,0,5941,4232.0,296.0,360.0,1.0,1,1
382,0,0,1,0,6000,0.0,156.0,360.0,1.0,0,1
383,0,0,1,1,7167,0.0,128.0,360.0,1.0,0,1
384,1,2,1,0,4566,0.0,100.0,360.0,1.0,0,0
385,0,1,1,,3667,0.0,113.0,180.0,1.0,0,1
386,0,0,0,0,2346,1600.0,132.0,360.0,1.0,1,1
387,1,0,0,0,3010,3136.0,,360.0,0.0,0,0
388,1,0,1,0,2333,2417.0,136.0,360.0,1.0,0,1
389,1,0,1,0,5488,0.0,125.0,360.0,1.0,2,1
390,0,3,1,0,9167,0.0,185.0,360.0,1.0,2,1
391,1,3,1,0,9504,0.0,275.0,360.0,1.0,2,1
392,1,0,1,0,2583,2115.0,120.0,360.0,,0,1
393,1,2,0,0,1993,1625.0,113.0,180.0,1.0,1,1
394,1,2,1,0,3100,1400.0,113.0,360.0,1.0,0,1
395,1,2,1,0,3276,484.0,135.0,360.0,,1,1
396,0,0,1,0,3180,0.0,71.0,360.0,0.0,0,0
397,1,0,1,0,3033,1459.0,95.0,360.0,1.0,0,1
398,0,0,0,0,3902,1666.0,109.0,360.0,1.0,2,1
399,0,0,1,0,1500,1800.0,103.0,360.0,0.0,1,0
400,1,2,0,0,2889,0.0,45.0,180.0,0.0,0,0
401,0,0,0,0,2755,0.0,65.0,300.0,1.0,2,0
402,0,0,1,0,2500,20000.0,103.0,360.0,1.0,1,1
403,0,0,0,0,1963,0.0,53.0,360.0,1.0,1,1
404,0,0,1,1,7441,0.0,194.0,360.0,1.0,2,0
405,0,0,1,0,4547,0.0,115.0,360.0,1.0,1,1
406,1,0,0,0,2167,2400.0,115.0,360.0,1.0,0,1
407,0,0,0,0,2213,0.0,66.0,360.0,1.0,2,1
408,1,1,1,0,8300,0.0,152.0,300.0,0.0,1,0
409,1,3,1,0,81000,0.0,360.0,360.0,0.0,2,0
410,0,1,0,1,3867,0.0,62.0,360.0,1.0,1,0
411,1,0,1,,6256,0.0,160.0,360.0,,0,1
412,1,0,0,0,6096,0.0,218.0,360.0,0.0,2,0
413,1,0,0,0,2253,2033.0,110.0,360.0,1.0,2,1
414,1,0,0,0,2149,3237.0,178.0,360.0,0.0,1,0
415,0,0,1,0,2995,0.0,60.0,360.0,1.0,0,1
416,0,1,1,0,2600,0.0,160.0,360.0,1.0,0,0
417,1,2,1,1,1600,20000.0,239.0,360.0,1.0,0,0
418,1,0,1,0,1025,2773.0,112.0,360.0,1.0,2,1
